"system_name","package_name","version_name","release_date","next_version_name","next_version_release_date"
"NPM","electron","1.4.7","2016-11-16 18:46:56","1.4.8","2016-11-22 23:46:16"
"NPM","electron","1.4.8","2016-11-22 23:46:16","1.4.10","2016-11-28 22:12:56"
"NPM","electron","1.4.10","2016-11-28 22:12:56","1.4.11","2016-12-07 18:03:39"
"NPM","electron","1.4.11","2016-12-07 18:03:39","1.4.12","2016-12-10 06:47:29"
"NPM","electron","1.4.12","2016-12-10 06:47:29","1.4.13","2016-12-20 21:09:22"
"NPM","electron","1.4.13","2016-12-20 21:09:22","1.4.14","2017-01-10 20:45:12"
"NPM","electron","1.4.14","2017-01-10 20:45:12","1.4.15","2017-01-19 18:10:34"
"NPM","electron","1.4.15","2017-01-19 18:10:34","1.4.16","2017-04-05 17:34:19"
"NPM","electron","1.4.16","2017-04-05 17:34:19","1.5.0","2017-01-24 18:20:26"
"NPM","electron","1.5.0","2017-01-24 18:20:26","1.5.1","2017-02-06 18:00:20"
"NPM","electron","1.5.1","2017-02-06 18:00:20","1.6.0","2017-02-07 02:23:24"
"NPM","electron","1.6.0","2017-02-07 02:23:24","1.6.1","2017-02-21 18:24:32"
"NPM","electron","1.6.1","2017-02-21 18:24:32","1.6.2","2017-03-01 20:06:46"
"NPM","electron","1.6.2","2017-03-01 20:06:46","1.6.3","2017-03-07 19:32:39"
"NPM","electron","1.6.3","2017-03-07 19:32:39","1.6.4","2017-03-22 23:06:08"
"NPM","electron","1.6.4","2017-03-22 23:06:08","1.6.5","2017-03-31 20:32:13"
"NPM","electron","1.6.5","2017-03-31 20:32:13","1.6.6","2017-04-07 20:04:13"
"NPM","electron","1.6.6","2017-04-07 20:04:13","1.6.7","2017-04-18 20:58:25"
"NPM","electron","1.6.7","2017-04-18 20:58:25","1.6.8","2017-05-01 22:56:36"
"NPM","electron","1.6.8","2017-05-01 22:56:36","1.6.9","2017-05-10 16:39:40"
"NPM","electron","1.6.9","2017-05-10 16:39:40","1.6.10","2017-05-16 19:37:43"
"NPM","electron","1.6.10","2017-05-16 19:37:43","1.6.11","2017-05-25 19:52:42"
"NPM","electron","1.6.11","2017-05-25 19:52:42","1.6.12","2017-08-03 23:31:22"
"NPM","electron","1.6.12","2017-08-03 23:31:22","1.6.13","2017-09-06 19:56:50"
"NPM","electron","1.6.13","2017-09-06 19:56:50","1.6.14","2017-09-28 01:26:31"
"NPM","electron","1.6.14","2017-09-28 01:26:31","1.6.15","2017-10-11 17:58:49"
"NPM","electron","1.6.15","2017-10-11 17:58:49","1.6.16","2018-01-23 01:18:36"
"NPM","electron","1.6.16","2018-01-23 01:18:36","1.6.17","2018-01-31 22:26:38"
"NPM","electron","1.6.17","2018-01-31 22:26:38","1.6.18","2018-05-15 19:32:40"
"NPM","electron","1.6.18","2018-05-15 19:32:40","1.7.0","2017-05-10 19:58:28"
"NPM","electron","1.7.0","2017-05-10 19:58:28","1.7.1","2017-05-16 21:41:46"
"NPM","electron","1.7.1","2017-05-16 21:41:46","1.7.2","2017-05-26 20:39:13"
"NPM","electron","1.7.2","2017-05-26 20:39:13","1.7.3","2017-06-08 22:46:08"
"NPM","electron","1.7.3","2017-06-08 22:46:08","1.7.4","2017-06-28 23:47:30"
"NPM","electron","1.7.4","2017-06-28 23:47:30","1.7.5","2017-07-17 22:12:34"
"NPM","electron","1.7.5","2017-07-17 22:12:34","1.7.6","2017-08-09 19:39:37"
"NPM","electron","1.7.6","2017-08-09 19:39:37","1.7.7","2017-08-30 20:59:09"
"NPM","electron","1.7.7","2017-08-30 20:59:09","1.7.8","2017-09-24 03:09:58"
"NPM","electron","1.7.8","2017-09-24 03:09:58","1.7.9","2017-10-10 21:03:29"
"NPM","electron","1.7.9","2017-10-10 21:03:29","1.7.10","2017-12-18 20:44:17"
"NPM","electron","1.7.10","2017-12-18 20:44:17","1.7.11","2018-01-22 22:28:51"
"NPM","electron","1.7.11","2018-01-22 22:28:51","1.7.12","2018-01-31 22:15:48"
"NPM","electron","1.7.12","2018-01-31 22:15:48","1.7.13","2018-03-15 16:14:30"
"NPM","electron","1.7.13","2018-03-15 16:14:30","1.7.14","2018-04-27 00:50:49"
"NPM","electron","1.7.14","2018-04-27 00:50:49","1.7.15","2018-05-16 18:14:34"
"NPM","electron","1.7.15","2018-05-16 18:14:34","1.7.16","2018-08-22 20:55:33"
"NPM","electron","1.7.16","2018-08-22 20:55:33","1.8.1","2017-09-29 00:26:37"
"NPM","electron","1.8.1","2017-09-29 00:26:37","1.8.2-beta.1","2017-10-19 16:49:06"
"NPM","electron","1.8.2-beta.1","2017-10-19 16:49:06","1.8.2-beta.2","2017-11-06 21:24:43"
"NPM","electron","1.8.2-beta.2","2017-11-06 21:24:43","1.8.2-beta.3","2017-12-05 02:14:22"
"NPM","electron","1.8.2-beta.3","2017-12-05 02:14:22","1.8.2-beta.4","2018-01-23 03:39:04"
"NPM","electron","1.8.2-beta.4","2018-01-23 03:39:04","1.8.2-beta.5","2018-01-31 22:07:40"
"NPM","electron","1.8.2-beta.5","2018-01-31 22:07:40","1.8.2","2018-02-07 01:45:29"
"NPM","electron","1.8.2","2018-02-07 01:45:29","1.8.3","2018-03-06 01:46:05"
"NPM","electron","1.8.3","2018-03-06 01:46:05","1.8.4","2018-03-16 18:49:23"
"NPM","electron","1.8.4","2018-03-16 18:49:23","1.8.5","2018-04-26 18:34:59"
"NPM","electron","1.8.5","2018-04-26 18:34:59","1.8.6","2018-04-27 00:58:04"
"NPM","electron","1.8.6","2018-04-27 00:58:04","1.8.7","2018-05-16 18:22:12"
"NPM","electron","1.8.7","2018-05-16 18:22:12","1.8.8","2018-08-22 20:51:57"
"NPM","electron","1.8.8","2018-08-22 20:51:57","2.0.0-beta.1","2018-02-21 21:26:19"
"NPM","electron","2.0.0-beta.1","2018-02-21 21:26:19","2.0.0-beta.2","2018-03-05 20:08:37"
"NPM","electron","2.0.0-beta.2","2018-03-05 20:08:37","2.0.0-beta.3","2018-03-09 17:17:18"
"NPM","electron","2.0.0-beta.3","2018-03-09 17:17:18","2.0.0-beta.4","2018-03-15 17:14:25"
"NPM","electron","2.0.0-beta.4","2018-03-15 17:14:25","2.0.0-beta.5","2018-03-20 21:10:19"
"NPM","electron","2.0.0-beta.5","2018-03-20 21:10:19","2.0.0-beta.6","2018-03-27 20:57:58"
"NPM","electron","2.0.0-beta.6","2018-03-27 20:57:58","2.0.0-beta.7","2018-04-03 20:51:57"
"NPM","electron","2.0.0-beta.7","2018-04-03 20:51:57","2.0.0-beta.8","2018-04-26 16:13:52"
"NPM","electron","2.0.0-beta.8","2018-04-26 16:13:52","2.0.0","2018-05-01 20:46:57"
"NPM","electron","2.0.0","2018-05-01 20:46:57","2.0.1","2018-05-16 18:41:25"
"NPM","electron","2.0.1","2018-05-16 18:41:25","2.0.2","2018-05-22 20:15:35"
"NPM","electron","2.0.2","2018-05-22 20:15:35","2.0.3","2018-06-21 16:22:55"
"NPM","electron","2.0.3","2018-06-21 16:22:55","2.0.4","2018-07-03 19:31:00"
"NPM","electron","2.0.4","2018-07-03 19:31:00","2.0.5","2018-07-13 19:53:27"
"NPM","electron","2.0.5","2018-07-13 19:53:27","2.0.6","2018-08-01 01:15:02"
"NPM","electron","2.0.6","2018-08-01 01:15:02","2.0.7","2018-08-08 22:22:28"
"NPM","electron","2.0.7","2018-08-08 22:22:28","2.0.8-nightly.20180819","2018-08-20 00:27:11"
"NPM","electron","2.0.8-nightly.20180819","2018-08-20 00:27:11","2.0.8-nightly.20180820","2018-08-21 00:40:04"
"NPM","electron","2.0.8-nightly.20180820","2018-08-21 00:40:04","2.0.8","2018-08-22 18:57:54"
"NPM","electron","2.0.8","2018-08-22 18:57:54","2.0.9","2018-09-10 16:13:25"
"NPM","electron","2.0.9","2018-09-10 16:13:25","2.0.10","2018-09-19 10:16:59"
"NPM","electron","2.0.10","2018-09-19 10:16:59","2.0.11","2018-10-01 17:34:46"
"NPM","electron","2.0.11","2018-10-01 17:34:46","2.0.12","2018-10-19 01:55:24"
"NPM","electron","2.0.12","2018-10-19 01:55:24","2.0.13","2018-11-01 00:36:23"
"NPM","electron","2.0.13","2018-11-01 00:36:23","2.0.14","2018-11-19 20:16:22"
"NPM","electron","2.0.14","2018-11-19 20:16:22","2.0.15","2018-12-13 19:10:16"
"NPM","electron","2.0.15","2018-12-13 19:10:16","2.0.16","2018-12-18 23:07:07"
"NPM","electron","2.0.16","2018-12-18 23:07:07","2.0.17","2019-01-31 16:52:34"
"NPM","electron","2.0.17","2019-01-31 16:52:34","2.0.18","2019-03-08 00:02:17"
"NPM","electron","2.0.18","2019-03-08 00:02:17","2.1.0-unsupported.20180809","2018-08-09 23:39:22"
"NPM","electron","2.1.0-unsupported.20180809","2018-08-09 23:39:22","3.0.0-beta.1","2018-06-21 01:14:14"
"NPM","electron","3.0.0-beta.1","2018-06-21 01:14:14","3.0.0-beta.2","2018-07-10 20:21:12"
"NPM","electron","3.0.0-beta.2","2018-07-10 20:21:12","3.0.0-beta.3","2018-07-17 17:49:54"
"NPM","electron","3.0.0-beta.3","2018-07-17 17:49:54","3.0.0-beta.4","2018-08-01 21:05:43"
"NPM","electron","3.0.0-beta.4","2018-08-01 21:05:43","3.0.0-beta.5","2018-08-13 16:33:21"
"NPM","electron","3.0.0-beta.5","2018-08-13 16:33:21","3.0.0-beta.6","2018-08-20 18:48:02"
"NPM","electron","3.0.0-beta.6","2018-08-20 18:48:02","3.0.0-beta.7","2018-08-22 18:57:07"
"NPM","electron","3.0.0-beta.7","2018-08-22 18:57:07","3.0.0-beta.8","2018-08-29 06:49:03"
"NPM","electron","3.0.0-beta.8","2018-08-29 06:49:03","3.0.0-beta.9","2018-09-06 01:35:19"
"NPM","electron","3.0.0-beta.9","2018-09-06 01:35:19","3.0.0-beta.10","2018-09-08 05:19:13"
"NPM","electron","3.0.0-beta.10","2018-09-08 05:19:13","3.0.0-beta.11","2018-09-12 08:56:43"
"NPM","electron","3.0.0-beta.11","2018-09-12 08:56:43","3.0.0-beta.12","2018-09-12 21:26:32"
"NPM","electron","3.0.0-beta.12","2018-09-12 21:26:32","3.0.0-beta.13","2018-09-17 18:32:16"
"NPM","electron","3.0.0-beta.13","2018-09-17 18:32:16","3.0.0-nightly.20180818","2018-08-18 07:50:44"
"NPM","electron","3.0.0-nightly.20180818","2018-08-18 07:50:44","3.0.0-nightly.20180821","2018-08-21 20:00:48"
"NPM","electron","3.0.0-nightly.20180821","2018-08-21 20:00:48","3.0.0-nightly.20180904","2018-09-05 01:09:33"
"NPM","electron","3.0.0-nightly.20180904","2018-09-05 01:09:33","3.0.0","2018-09-18 21:00:46"
"NPM","electron","3.0.0","2018-09-18 21:00:46","3.0.1","2018-09-27 00:52:34"
"NPM","electron","3.0.1","2018-09-27 00:52:34","3.0.2","2018-09-27 21:19:21"
"NPM","electron","3.0.2","2018-09-27 21:19:21","3.0.3","2018-10-07 00:17:43"
"NPM","electron","3.0.3","2018-10-07 00:17:43","3.0.4","2018-10-11 06:11:18"
"NPM","electron","3.0.4","2018-10-11 06:11:18","3.0.5","2018-10-19 01:36:39"
"NPM","electron","3.0.5","2018-10-19 01:36:39","3.0.6","2018-10-24 23:29:34"
"NPM","electron","3.0.6","2018-10-24 23:29:34","3.0.7","2018-11-01 00:19:25"
"NPM","electron","3.0.7","2018-11-01 00:19:25","3.0.8","2018-11-05 23:35:45"
"NPM","electron","3.0.8","2018-11-05 23:35:45","3.0.9","2018-11-13 04:05:30"
"NPM","electron","3.0.9","2018-11-13 04:05:30","3.0.10","2018-11-19 21:27:30"
"NPM","electron","3.0.10","2018-11-19 21:27:30","3.0.11","2018-12-11 00:09:23"
"NPM","electron","3.0.11","2018-12-11 00:09:23","3.0.12","2018-12-14 22:40:19"
"NPM","electron","3.0.12","2018-12-14 22:40:19","3.0.13","2018-12-17 20:03:34"
"NPM","electron","3.0.13","2018-12-17 20:03:34","3.0.14","2019-01-04 23:03:30"
"NPM","electron","3.0.14","2019-01-04 23:03:30","3.0.15","2019-01-31 17:15:18"
"NPM","electron","3.0.15","2019-01-31 17:15:18","3.0.16","2019-03-08 06:20:58"
"NPM","electron","3.0.16","2019-03-08 06:20:58","3.1.0-beta.1","2018-12-02 18:41:41"
"NPM","electron","3.1.0-beta.1","2018-12-02 18:41:41","3.1.0-beta.2","2018-12-04 04:30:41"
"NPM","electron","3.1.0-beta.2","2018-12-04 04:30:41","3.1.0-beta.3","2018-12-14 22:55:12"
"NPM","electron","3.1.0-beta.3","2018-12-14 22:55:12","3.1.0-beta.4","2018-12-17 20:54:19"
"NPM","electron","3.1.0-beta.4","2018-12-17 20:54:19","3.1.0-beta.5","2019-01-04 20:44:10"
"NPM","electron","3.1.0-beta.5","2019-01-04 20:44:10","3.1.0","2019-01-07 18:48:08"
"NPM","electron","3.1.0","2019-01-07 18:48:08","3.1.1","2019-01-14 23:27:02"
"NPM","electron","3.1.1","2019-01-14 23:27:02","3.1.2","2019-01-24 23:32:53"
"NPM","electron","3.1.2","2019-01-24 23:32:53","3.1.3","2019-01-31 21:59:22"
"NPM","electron","3.1.3","2019-01-31 21:59:22","3.1.4","2019-02-15 21:08:00"
"NPM","electron","3.1.4","2019-02-15 21:08:00","3.1.5","2019-03-04 23:49:58"
"NPM","electron","3.1.5","2019-03-04 23:49:58","3.1.6","2019-03-08 03:57:23"
"NPM","electron","3.1.6","2019-03-08 03:57:23","3.1.7","2019-03-21 20:54:24"
"NPM","electron","3.1.7","2019-03-21 20:54:24","3.1.8","2019-03-28 20:55:28"
"NPM","electron","3.1.8","2019-03-28 20:55:28","3.1.9","2019-05-01 18:28:15"
"NPM","electron","3.1.9","2019-05-01 18:28:15","3.1.10","2019-05-29 16:31:37"
"NPM","electron","3.1.10","2019-05-29 16:31:37","3.1.11","2019-06-06 18:06:20"
"NPM","electron","3.1.11","2019-06-06 18:06:20","3.1.12","2019-07-11 16:50:35"
"NPM","electron","3.1.12","2019-07-11 16:50:35","3.1.13","2019-07-31 17:48:34"
"NPM","electron","3.1.13","2019-07-31 17:48:34","4.0.0-beta.1","2018-10-11 07:32:31"
"NPM","electron","4.0.0-beta.1","2018-10-11 07:32:31","4.0.0-beta.2","2018-10-12 01:20:12"
"NPM","electron","4.0.0-beta.2","2018-10-12 01:20:12","4.0.0-beta.3","2018-10-12 21:20:45"
"NPM","electron","4.0.0-beta.3","2018-10-12 21:20:45","4.0.0-beta.4","2018-10-19 02:28:53"
"NPM","electron","4.0.0-beta.4","2018-10-19 02:28:53","4.0.0-beta.5","2018-10-23 15:01:31"
"NPM","electron","4.0.0-beta.5","2018-10-23 15:01:31","4.0.0-beta.6","2018-11-01 00:54:46"
"NPM","electron","4.0.0-beta.6","2018-11-01 00:54:46","4.0.0-beta.7","2018-11-06 00:24:24"
"NPM","electron","4.0.0-beta.7","2018-11-06 00:24:24","4.0.0-beta.8","2018-11-30 16:14:43"
"NPM","electron","4.0.0-beta.8","2018-11-30 16:14:43","4.0.0-beta.9","2018-12-11 00:52:36"
"NPM","electron","4.0.0-beta.9","2018-12-11 00:52:36","4.0.0-beta.10","2018-12-17 23:21:06"
"NPM","electron","4.0.0-beta.10","2018-12-17 23:21:06","4.0.0-beta.11","2018-12-19 00:43:23"
"NPM","electron","4.0.0-beta.11","2018-12-19 00:43:23","4.0.0-nightly.20180816","2018-08-17 00:48:26"
"NPM","electron","4.0.0-nightly.20180816","2018-08-17 00:48:26","4.0.0-nightly.20180817","2018-08-18 00:39:12"
"NPM","electron","4.0.0-nightly.20180817","2018-08-18 00:39:12","4.0.0-nightly.20180819","2018-08-19 01:51:31"
"NPM","electron","4.0.0-nightly.20180819","2018-08-19 01:51:31","4.0.0-nightly.20180821","2018-08-21 21:18:49"
"NPM","electron","4.0.0-nightly.20180821","2018-08-21 21:18:49","4.0.0-nightly.20180929","2018-09-29 14:45:09"
"NPM","electron","4.0.0-nightly.20180929","2018-09-29 14:45:09","4.0.0-nightly.20181006","2018-10-06 11:26:28"
"NPM","electron","4.0.0-nightly.20181006","2018-10-06 11:26:28","4.0.0-nightly.20181010","2018-10-10 15:35:57"
"NPM","electron","4.0.0-nightly.20181010","2018-10-10 15:35:57","4.0.0","2018-12-20 21:09:48"
"NPM","electron","4.0.0","2018-12-20 21:09:48","4.0.1","2019-01-04 21:01:21"
"NPM","electron","4.0.1","2019-01-04 21:01:21","4.0.2","2019-01-22 21:22:20"
"NPM","electron","4.0.2","2019-01-22 21:22:20","4.0.3","2019-01-29 19:07:36"
"NPM","electron","4.0.3","2019-01-29 19:07:36","4.0.4","2019-02-02 16:21:41"
"NPM","electron","4.0.4","2019-02-02 16:21:41","4.0.5","2019-02-15 01:02:58"
"NPM","electron","4.0.5","2019-02-15 01:02:58","4.0.6","2019-02-27 01:46:48"
"NPM","electron","4.0.6","2019-02-27 01:46:48","4.0.7","2019-03-05 01:42:37"
"NPM","electron","4.0.7","2019-03-05 01:42:37","4.0.8","2019-03-08 15:53:12"
"NPM","electron","4.0.8","2019-03-08 15:53:12","4.1.0","2019-03-14 01:46:07"
"NPM","electron","4.1.0","2019-03-14 01:46:07","4.1.1","2019-03-20 23:10:25"
"NPM","electron","4.1.1","2019-03-20 23:10:25","4.1.2","2019-03-28 22:29:53"
"NPM","electron","4.1.2","2019-03-28 22:29:53","4.1.3","2019-03-29 19:46:25"
"NPM","electron","4.1.3","2019-03-29 19:46:25","4.1.4","2019-04-04 21:00:37"
"NPM","electron","4.1.4","2019-04-04 21:00:37","4.1.5","2019-04-24 23:58:21"
"NPM","electron","4.1.5","2019-04-24 23:58:21","4.2.0","2019-05-03 03:23:54"
"NPM","electron","4.2.0","2019-05-03 03:23:54","4.2.1","2019-05-14 21:17:51"
"NPM","electron","4.2.1","2019-05-14 21:17:51","4.2.2","2019-05-17 02:16:01"
"NPM","electron","4.2.2","2019-05-17 02:16:01","4.2.3","2019-05-31 04:13:27"
"NPM","electron","4.2.3","2019-05-31 04:13:27","4.2.4","2019-06-05 22:25:55"
"NPM","electron","4.2.4","2019-06-05 22:25:55","4.2.5","2019-06-21 21:11:57"
"NPM","electron","4.2.5","2019-06-21 21:11:57","4.2.6","2019-07-02 01:10:47"
"NPM","electron","4.2.6","2019-07-02 01:10:47","4.2.7","2019-07-16 17:54:33"
"NPM","electron","4.2.7","2019-07-16 17:54:33","4.2.8","2019-07-20 00:45:21"
"NPM","electron","4.2.8","2019-07-20 00:45:21","4.2.9","2019-08-06 00:18:19"
"NPM","electron","4.2.9","2019-08-06 00:18:19","4.2.10","2019-08-29 20:44:09"
"NPM","electron","4.2.10","2019-08-29 20:44:09","4.2.11","2019-09-24 19:15:33"
"NPM","electron","4.2.11","2019-09-24 19:15:33","4.2.12","2019-10-16 20:26:25"
"NPM","electron","4.2.12","2019-10-16 20:26:25","5.0.0-beta.1","2019-01-23 04:12:39"
"NPM","electron","5.0.0-beta.1","2019-01-23 04:12:39","5.0.0-beta.2","2019-02-04 00:40:06"
"NPM","electron","5.0.0-beta.2","2019-02-04 00:40:06","5.0.0-beta.3","2019-02-15 04:17:51"
"NPM","electron","5.0.0-beta.3","2019-02-15 04:17:51","5.0.0-beta.4","2019-02-27 20:30:41"
"NPM","electron","5.0.0-beta.4","2019-02-27 20:30:41","5.0.0-beta.5","2019-03-05 17:14:41"
"NPM","electron","5.0.0-beta.5","2019-03-05 17:14:41","5.0.0-beta.6","2019-03-20 18:42:51"
"NPM","electron","5.0.0-beta.6","2019-03-20 18:42:51","5.0.0-beta.7","2019-03-28 00:29:44"
"NPM","electron","5.0.0-beta.7","2019-03-28 00:29:44","5.0.0-beta.8","2019-04-04 18:30:13"
"NPM","electron","5.0.0-beta.8","2019-04-04 18:30:13","5.0.0-beta.9","2019-04-20 01:24:03"
"NPM","electron","5.0.0-beta.9","2019-04-20 01:24:03","5.0.0","2019-04-24 16:50:39"
"NPM","electron","5.0.0","2019-04-24 16:50:39","5.0.1","2019-05-04 05:11:00"
"NPM","electron","5.0.1","2019-05-04 05:11:00","5.0.2","2019-05-23 15:26:08"
"NPM","electron","5.0.2","2019-05-23 15:26:08","5.0.3","2019-06-07 21:32:23"
"NPM","electron","5.0.3","2019-06-07 21:32:23","5.0.4","2019-06-15 01:02:51"
"NPM","electron","5.0.4","2019-06-15 01:02:51","5.0.5","2019-06-21 20:48:34"
"NPM","electron","5.0.5","2019-06-21 20:48:34","5.0.6","2019-06-26 22:31:18"
"NPM","electron","5.0.6","2019-06-26 22:31:18","5.0.7","2019-07-16 18:53:32"
"NPM","electron","5.0.7","2019-07-16 18:53:32","5.0.8","2019-07-23 23:53:51"
"NPM","electron","5.0.8","2019-07-23 23:53:51","5.0.9","2019-08-06 23:57:02"
"NPM","electron","5.0.9","2019-08-06 23:57:02","5.0.10","2019-08-20 00:37:09"
"NPM","electron","5.0.10","2019-08-20 00:37:09","5.0.11","2019-09-24 23:35:34"
"NPM","electron","5.0.11","2019-09-24 23:35:34","5.0.12","2019-11-02 07:17:51"
"NPM","electron","5.0.12","2019-11-02 07:17:51","5.0.13","2019-12-17 22:33:53"
"NPM","electron","5.0.13","2019-12-17 22:33:53","6.0.0-beta.1","2019-05-01 07:21:33"
"NPM","electron","6.0.0-beta.1","2019-05-01 07:21:33","6.0.0-beta.2","2019-05-08 05:16:15"
"NPM","electron","6.0.0-beta.2","2019-05-08 05:16:15","6.0.0-beta.3","2019-05-14 22:24:23"
"NPM","electron","6.0.0-beta.3","2019-05-14 22:24:23","6.0.0-beta.4","2019-05-21 21:20:41"
"NPM","electron","6.0.0-beta.4","2019-05-21 21:20:41","6.0.0-beta.5","2019-05-29 19:35:32"
"NPM","electron","6.0.0-beta.5","2019-05-29 19:35:32","6.0.0-beta.6","2019-06-05 00:15:57"
"NPM","electron","6.0.0-beta.6","2019-06-05 00:15:57","6.0.0-beta.7","2019-06-11 22:22:48"
"NPM","electron","6.0.0-beta.7","2019-06-11 22:22:48","6.0.0-beta.8","2019-06-14 21:06:33"
"NPM","electron","6.0.0-beta.8","2019-06-14 21:06:33","6.0.0-beta.9","2019-06-18 23:18:29"
"NPM","electron","6.0.0-beta.9","2019-06-18 23:18:29","6.0.0-beta.10","2019-06-22 00:54:35"
"NPM","electron","6.0.0-beta.10","2019-06-22 00:54:35","6.0.0-beta.11","2019-06-26 02:05:06"
"NPM","electron","6.0.0-beta.11","2019-06-26 02:05:06","6.0.0-beta.12","2019-07-04 01:35:31"
"NPM","electron","6.0.0-beta.12","2019-07-04 01:35:31","6.0.0-beta.13","2019-07-10 22:56:12"
"NPM","electron","6.0.0-beta.13","2019-07-10 22:56:12","6.0.0-beta.14","2019-07-17 19:53:53"
"NPM","electron","6.0.0-beta.14","2019-07-17 19:53:53","6.0.0-beta.15","2019-07-20 01:17:20"
"NPM","electron","6.0.0-beta.15","2019-07-20 01:17:20","6.0.0","2019-07-29 21:12:46"
"NPM","electron","6.0.0","2019-07-29 21:12:46","6.0.1","2019-08-07 00:28:24"
"NPM","electron","6.0.1","2019-08-07 00:28:24","6.0.2","2019-08-12 23:56:41"
"NPM","electron","6.0.2","2019-08-12 23:56:41","6.0.3","2019-08-20 02:05:03"
"NPM","electron","6.0.3","2019-08-20 02:05:03","6.0.4","2019-08-24 00:01:37"
"NPM","electron","6.0.4","2019-08-24 00:01:37","6.0.5","2019-08-27 21:29:59"
"NPM","electron","6.0.5","2019-08-27 21:29:59","6.0.6","2019-08-30 06:32:56"
"NPM","electron","6.0.6","2019-08-30 06:32:56","6.0.7","2019-08-31 05:43:57"
"NPM","electron","6.0.7","2019-08-31 05:43:57","6.0.8","2019-09-09 19:24:11"
"NPM","electron","6.0.8","2019-09-09 19:24:11","6.0.9","2019-09-12 13:31:29"
"NPM","electron","6.0.9","2019-09-12 13:31:29","6.0.10","2019-09-19 05:41:15"
"NPM","electron","6.0.10","2019-09-19 05:41:15","6.0.11","2019-10-02 00:05:04"
"NPM","electron","6.0.11","2019-10-02 00:05:04","6.0.12","2019-10-08 23:08:06"
"NPM","electron","6.0.12","2019-10-08 23:08:06","6.1.0","2019-10-22 02:02:59"
"NPM","electron","6.1.0","2019-10-22 02:02:59","6.1.1","2019-10-23 20:49:11"
"NPM","electron","6.1.1","2019-10-23 20:49:11","6.1.2","2019-10-24 22:06:59"
"NPM","electron","6.1.2","2019-10-24 22:06:59","6.1.3","2019-11-01 19:14:22"
"NPM","electron","6.1.3","2019-11-01 19:14:22","6.1.4","2019-11-05 07:44:52"
"NPM","electron","6.1.4","2019-11-05 07:44:52","6.1.5","2019-11-21 03:51:45"
"NPM","electron","6.1.5","2019-11-21 03:51:45","6.1.6","2019-12-11 19:23:06"
"NPM","electron","6.1.6","2019-12-11 19:23:06","6.1.7","2019-12-17 03:10:23"
"NPM","electron","6.1.7","2019-12-17 03:10:23","6.1.8","2020-02-21 15:52:59"
"NPM","electron","6.1.8","2020-02-21 15:52:59","6.1.9","2020-02-28 04:29:55"
"NPM","electron","6.1.9","2020-02-28 04:29:55","6.1.10","2020-04-14 16:15:00"
